item_id,prod_info,category,itemID_new,category_num
1006988,HCG 和 成 卫浴   台 上 艺术脸盆   L400 NS ,53-6864,1007,178
1007985,旗袍   新款 2013 夏装   短款 全手工   红色公主裙 晚礼服   新娘 结婚 敬酒 ,10-3448,1008,0
1008692,RCA 百 张 古典 名盘 之 068 ： 西贝柳斯   普罗科菲耶夫   小提琴 协奏曲 ,15-7326,1009,14
1010015,adidas   阿迪达斯   足球   男子   切尔西 训练收腿裤   深蓝   G 89839 ,36-1047,1010,121
1010331,经典故事 2013 秋装新品   优雅 修身 堆 领 蕾丝 外 搭 两件套 长袖t恤 女 N 554 ,10-5795,1011,2
1011612,Mondial Atelier 蒙迪爱尔 秋 印花 蚕丝 修身 经典 职业 女 上衣 M 7507 A ,10-4371,1012,1
1011798,【 39 元 秒杀 】 美丽加芬 _ Beautyplus   综合维他命 DIY 原液 20 ml   抗皱 ,50-3326,1013,162
1011986,珂莱蒂尔 Koradior 正品 春装 时尚 通勤 大翻领 短款风衣外套 1 G 14360 ,10-4371,1014,1
1012786,简 gen 牌 女装 专柜正品   夏季新款 纯色 修身 泡泡袖 短 针织衫 BG1 B 1012 ,10-5795,1015,2
1013988,珒 福源   开光 2013 蛇年   红绳手链   本命年   黑曜石 六 字 真言 男女 手链 ,4-1760,1016,137
1014481,peoleo 飘蕾 2013 春 专柜正品 欧美 纯色 蝙蝠 袖 镂空 针织毛衫 2310701074 ,10-5795,1017,2
1014693,adidas   阿迪达斯   七 折   三叶草   男子   运动裤   亮蓝   Z 50698 ,36-1047,1018,121
1014968,品牌 特卖 HAILAISI 海兰丝 圆领 七分袖短外套 女 春秋 休闲 女 10 AS 0101 ,10-4371,1019,1
1015801,北欧 宜家 间厅柜   酒柜 现代 简约   胡桃 色 隔断柜   玄关柜 门厅鞋柜 5718 ,54-5632,1020,185
1016107,Gamiss   2013 秋季 新款   钉珠 绣花 纯色 清新 气质 黑色 显 瘦小 上装 针织衫 ,10-5795,1021,2
1018491,【 天 猫 预售 】 德国 汉高 正品 底盘 装甲 隔音 降噪 减震 底盘 保护剂 5 瓶装 ,84-3533,1022,288
1019651,富贵 鹿   纯银 泰银 diy 佛珠 手串 配件   12 mm 圆珠 光面 三通 佛头 108 佛塔 ,4-5532,1023,139
1019961,韩 都 衣 舍 韩国 2013 春装 新款 折扣   韩版 女款 拼色 针织开衫 GS 2186 緈 ,10-5795,1024,2
1021793,岚 色 蝶 靓 2013 秋冬新款 女装 女装   韩版 淑女 假两件 纯色针织衫 打底衫 ,10-5795,1025,2
1022417,正品 蓝调 TP 商务   三星 M8000 电池 S8000 C   S8000   S 8003   F 809 手机电板 ,39-1630,1026,128
1022888,好日子 gooddays 专柜正品 女装针织衫 2013 春装 新款 薄款打底衫 053 ,10-5795,1027,2
1026265,郁香菲 专柜正品 秋季 新款   斜条纹 蝙蝠 袖 毛衫 针织衫 假两件套 DY 31042 ,10-5795,1028,2
1028137,KARISMA   秋装新品   轻 奢 简约 提花 肩章   通勤 OL 百搭 圆领 修身针织衫 ,10-5795,1029,2
1029880,2013 唐奕 新 旗袍 夏装 棉布 花色 改良 时尚 性感 修身 刺绣 棉布 短款 旗袍裙 ,10-3448,1030,0
1030668,2013 依维妮 专柜 新款 秋装开衫 针织 雪纺 花边 淑女 短披肩外套 1237028 ,10-5795,1031,2
1031478,枉凝眉   蕾丝 绣花   2013 新款 真丝 修身 夏装旗袍   改良 唐装连衣裙 S 087 ,10-3448,1032,0
1033682,亿田 平价 抽油烟机 燃气灶 套餐   侧吸式 脱排油烟机 灶具 套装 J01 + A11 ,23-6058,1033,46
1034333,锦艺 行货   正品特价 198 包邮   Sennheiser / 森海塞尔   PC 230   游戏耳麦 ,85-2187,1034,304
1034808,创 酷   韩三星 i 9220 按键 贴   三星 水钻 可爱 按键 贴   三星 home 按键 防尘 贴 ,39-6349,1035,134
1036143,恒源祥 家纺   保暖 秋冬 床 褥子 床垫   双人 加厚 100% 羊毛   美式 羊毛 床笠 ,78-5065,1036,273
1036645,正品特价   友讯   D-Link   DWP - 2360   2.4G 单 频 PoE 无线 接入点 （ AP ） ,62-5523,1037,204
1037283,【 正版 现货 】 《 Ronan   Keating   罗南基汀 ： FIRES   燃烧   CD 》 ,15-7326,1038,14
1037570,【 索 秘 户外 】 Fenix   LD 10   R5 手电筒   Fenix   E 05   R2 手电筒   礼品套装 ,30-3553,1039,73
1037664,yungege 原创   拖尾婚纱 旗袍   蕾丝 结婚旗袍   复古 时尚 敬酒服 鱼尾礼服 ,10-3448,1040,0
1038349,T & amp ; T   英国 欧尚 OS - M 3008 连体 大 口径 地 排水 座便器 / 抽水马桶 / 坐便器 ,53-2697,1041,168
1040111,Fotile / 方太   JQ 29 TE + FD 21 GE   全新 一代 风 魔方 油烟机燃气灶 套餐 ,23-6058,1042,46
1040370,JC5   杰西伍 春夏 休闲 宽松 纯色 百搭 拼接 女装拉链外套 ,10-4371,1043,1
1040699,古 摄影   三亚   婚纱摄影   拍 结婚照   包 住宿   游艇 出海   拍 两 天   10088 元 ,20-6179,1044,27
1041954,福瑞   加厚 活动 伸缩 裤架   推拉裤架   衣柜裤架 衣架 包邮   送 裤 杆 ,21-2391,1045,31
1042356,李林   头层 水牛皮   牛皮凉席 牛皮席   1.5 / 1.8 米 真皮 软 席子   特价   包邮 ,78-7266,1046,274
1042495,飞 魅 .   肚皮舞 部落 服装   套装   新款   印度舞 肚皮舞 演出服 套装 多件套 ,74-6610,1047,250
1042625,镇店之宝   蝶恋花 抗皱 塑颜 因子 组合 冻干粉 修复精华液 祛皱 补水 包邮 ,50-3326,1048,162
1042803,麻利 布 女装 2013 春装 新品   文艺 优雅 长袖 堆 领 开衫外套   M13 AW 14 ,10-4371,1049,1
1043232,思慕 8   杰杰丝 女装   韩版 大翻领 喇叭袖 时尚 针织短外套   2013 秋装 清仓 ,10-4371,1050,1
1044462,马狮麟 绿檀木 经书   刻 三十六 计 11 cm   木 檀 世家 绿檀 木刻 兵书 兵法 ,8-3267,1051,276
1048747,邮政纸箱   6 号 A6   三 层 加 硬   一 捆 20 个   整捆 价格 ,18-4255,1052,21
1050450,永恒 颜色 品牌 女装 专柜正品   2012 秋冬 修身 针织小衫   上衣   E 38329 ,10-5795,1053,2
1051293,皇城 国际   床单   双人   纯棉   纯色   玫红   单人   全棉 被单 ,78-7687,1054,275
1051452,iyyiyy 2013 秋装 新款 大码 女款 小 开衫 针织衫   宽松毛衣 外套   长袖上衣 ,10-5795,1055,2
1051841,2013 贝儿森 孕妇装   时尚 秋装 新款   韩版 卡通 圆领 孕妇裙   针织连衣裙 ,16-2787,1056,16
1052306,蒙卓诗   2013 秋装 新款   显 瘦 修身 打底针织衫   女   高领 长袖 套头毛衣 ,10-5795,1057,2
1053363,沃尔森   正品   FX 700   强光手电筒   充电   远射   CREE   T6   LED   高亮   调焦 ,30-3553,1058,73
1053482,翻盖 鞋盒 彩色纸盒 小号 27 * 15 * 10 cm 折叠盒子 收纳 彩盒 文胸 包装盒 ,18-4255,1059,21
1053523,映 运 珠宝 属猪 属狗 阿弥陀佛   开光黑曜石 鎏金 八 大 守护神 手链 ,4-1760,1060,137
1053890,海 船王   S925 纯银 手工 diy饰品配件   可爱 小象 手链 吊坠 挂坠 挂件   女 ,4-5532,1061,139
1054081,莫卡   2013 新款 女士太阳镜 潮人 墨镜 欧美 复古 经典 大 框 太阳眼镜 正品 ,25-6840,1062,55
1054363,AdidasBMI 阿迪达斯 男装运动裤 长裤 TR 10030 M - DF - BU ,36-1047,1063,121
1055684,爱购 依   2012 秋冬装 新品 女装 黑色 新款 百搭 修身 短款 修身短外套 JY 416 ,10-4371,1064,1
1056314,奥力 福 羽绒被   90% 白 鹅绒被   加厚 冬 被子 特价   专柜正品 ,78-141,1065,268
1057140,暴龙 太阳镜   女   2012 新款   超 感 轻盈 系列   BL 2142 ,25-6840,1066,55
1058249,2013 新款 专柜正品   保圣   偏光   太阳镜   遮阳镜   名媛 系列 61328 ,25-6840,1067,55
1058868,蔓 楼兰   新 金玉良缘 旗袍   宴会   婚礼   秋款   富贵 ,10-3448,1068,0
1059860,【 会员 招募 】 御宝 金装 婴儿配方羊奶粉 1 段 900 g 克 0 - 6月 听 装 ,38-4226,1069,126
1061167,包邮 送礼 包   永恒 头盔 2012 新款 双镜片 夏 盔   摩托车头盔 半 盔   YH - 350A ,58-7406,1070,196
1062779,hc - y1 景德镇 欢畅   陶瓷   鱼缸   养 金鱼   手绘 荷花 特色 经典 养 乌龟   睡莲 ,13-4211,1071,8
1062886,Cerel 卡雷尔   秋冬新款 女装   女士 时尚 拼接 假两件 羊毛衫 ,10-5795,1072,2
1063823,好 空间   特价 韩式 居家 四 层 不锈钢 色 高档 收纳鞋架   组合置物架 ,54-5477,1073,184
1067359,2013 新款 专柜正品   保圣   偏光   太阳镜   遮阳镜   名媛 系列 61305 ,25-6840,1074,55
1067698,【 买 2 送 1+ 满 278 减 10 元 + 收藏 减 20 】 御宝 羊奶粉 金装 2 段 400 克 ,38-4226,1075,126
1068377,韩 都 衣 舍 韩国 2013 秋季 新款 女装 V领 长袖 拼色 宽松开衫 针织衫 GD 2387 ,10-5795,1076,2
1070560,泊诗 水 无痕 营养 精 乳   紧致 无痕   淡化 皱纹 美白 滋润   正品 ,50-4655,1077,163
1070642,艾艾屋 童装   秋装 女童   印 条 带帽外套   KAAD 47 吊牌 价 299   特价 ,33-1347,1078,84
1073683,一生一石 3A 级 巴西 红玛瑙 贵妃手镯 附 证书 L   母亲节礼物 ,4-4578,1079,138
1075131,潇 氏 三亚 婚纱摄影   两 天 拍摄 团购 婚纱摄影   包住 游艇 接 机 VCR 婚纱照 ,20-6179,1080,27
1075144,mymo 专柜正品 初 春季 新款 女装 蕾丝 条纹 女式 修身短外套 防晒 衫 W 384 A ,10-4371,1081,1
1076229,欧仕佳   欧式门锁   古典 复古   室内门 锁具 金 象牙 白 青古铜 实木 卧室 锁 ,21-1233,1082,28
1080371,earthmusic 夏季新款 蕾丝 花边 装饰 蝙蝠 袖 宽松 套头衫 14136 C 11020 ,10-5795,1083,2
1081788,冬装 新品 Honeys 好俪姿 甜美 蕾丝 针织两件套   秋   女 CIC - 593 - 11 - 0477 ,10-5795,1084,2
1083076,正品 丽宝健 2824 法拉利 儿童扭扭车   儿童健身车 音乐方向盘   全新 料 ,65-7547,1085,219
1084127,墨镜   男士太阳镜 方形 全 框 酷 偏光镜 太阳眼镜 司机 开车 驾驶镜   古 伦 威 ,25-6840,1086,55
1085998,橙 唯 秋装 新款   气质 OL 黑色 显 瘦 修身 小 哈伦 裤 小脚 铅笔裤 女裤 长 裤子 ,10-6129,1087,3
1086560,泰 光 银楼   千足银 手镯   宽 面 镯子   光面 宽手镯   送 老人   送 母亲 礼品 ,4-4578,1088,138
1086907,汽车 刮水板   酷 客   洗 玻璃 专用 刮水板   汽车用品   清洁工具   好帮手 ,84-591,1089,294
1088171,彬伊奴 Bindwood 2013 秋季 韩版 直筒型 纯色 双排 扣 长袖 翻领 POLO 领 外套 ,10-4371,1090,1
1088454,VunSun   时尚 优雅 波西米亚 风情 饰品   正品 天然水晶 红玛瑙手链 女款 ,4-1760,1091,137
1088569,宝缦 家纺   保暖 加厚 95% 白 鹅绒被   羽绒被 芯   冬 被子   皇家 天丝 鹅绒被 ,78-141,1092,268
1090286,TOTO 台下盆   台下式 洗脸盆   LW 553 B     面盆 . ,53-3238,1093,169
1090749,德国 EKF 门锁   简约 欧式 青古铜 室内 执手 机械 门锁 非 防盗门   特价包邮 ,21-1233,1094,28
1090793,秋水伊人 2013 夏装 新款 流苏 亮片开衫 外 搭 小坎肩 短袖针织衫 防晒衣 女 ,10-5795,1095,2
1091089,[ 6 折 ] lecoqsportif 乐卡克 法国 公鸡 女 梭织长裤 CB - 4853123 ,36-1047,1096,121
1091287,名门 门锁   简约 欧式 室内 静音 房门锁   机械 执手 锁具   钢拉丝   特价 ,21-1233,1097,28
1091496,正品 潍坊风筝   前 撑杆 老鹰 风筝   好 飞   逼真   风筝 批发   效果 好 HJ 266 ,74-1406,1098,242
1092066,【 秋冬 秒杀 】 花儿开了 女 秋季 新款 英格兰 公主 提花 玫瑰 手工钉珠 外套 ,10-4371,1099,1
1092083,2012 SIARE'S / 雪儿 BASIC 冬装 新品   高领 套头 纯色 花边打底衫 修身毛衣 ,10-5795,1100,2
1092500,【 商城 】 JETBeam   III   M   3M   XM - L   T6   450 流 明   强光手电 ( 1 * 18650 ) ,30-3553,1101,73
1092563,免 裁剪 鑫晴 不织布 材料包     DIY 毛绒布 偶   刀刀狗 ,78-3616,1102,271
1092713,纳帕佳 圆领 直筒 配 网布 短袖 毛针织衫 上衣 薄 女 LC 332834 ,10-5795,1103,2
1094392,柏氏   化妆品   正品 PAT'S 毛孔 收 细 精华 30 ml   祛 黑头   特价 专柜 促销 ,50-3326,1104,162
1095394,包邮   景德镇陶瓷 手绘 釉 下 鱼缸 字画 缸   置物罐 水缸 莲子缸   青花 牡丹 ,13-4211,1105,8
1095453,娘子 写 白领公寓 * 香 罗 曲 . 中式 新古典 真丝弹力缎 传统 全真 襟 长袖 旗袍 ,10-3448,1106,0
1098461,朗黛 mymoment 专柜正品 秋冬款 女装   帅气 干练 百搭款 黑色外套   W 0140 ,10-4371,1107,1
1099587,XG / 雪歌 夏季 甜美 必备 V领 瑞丽 通勤 蕾丝针织衫 XY 18018 B 420 ,10-5795,1108,2
1101836,邦 力士 买 一 送 三 正品 CS 迷彩服套装 男   美军作战服   特种兵 作训服 特价 ,30-5687,1109,75
1103472,( 全国包邮 ) MOEN 摩恩 全铜 卫浴挂件 套餐 毛巾环 + 双杆 90021 + 90024 ,53-4317,1110,173
1104184,赛 鹿 2013 冬 新款 女装   纯 羊毛衫 高领打底衫   百搭针织衫 中长款 毛衣 女 ,10-5795,1111,2
1105451,巴比龙 专柜正品 2013 秋装 新款   大码女装   v领 金属 提花   时尚外套 包 邮 ,10-4371,1112,1
1105835,飘蕾 春秋季 单衣   女 长袖   欧美 西装领 外套 纯色 泡泡袖 夹克 1320201091 ,10-4371,1113,1
1106162,2013 新款比基尼泳衣 三 件套 大 胸 女 小 胸 聚拢 钢 托 洲克 超 显 瘦 温泉 泳装 ,74-7419,1114,252
1106280,娘子 写 白领公寓 * 爱丽丝 . 中式 古典 薄 真丝 雪纺 旗袍 上衣 + 大摆裙 2 件套 ,10-3448,1115,0
1107582,优 理 氏 / UNES 六胜肽 原液   25 ML   抗 老 紧实   平滑 肌肤   包邮 ,50-3326,1116,162
1107880,正品   兰菲儿 lanfeier   银杏 果冻 霜 面霜   提 拉 肌肤 补水 持久 保湿   50 g ,50-4655,1117,163
1110270,箭牌 卫浴 卫生间 洁具 马桶 缓 降 盖板 AB 2122 A 特价 分体 墙 排 式 座便器 ,53-2697,1118,168
1110371,不锈钢 厨房置物架   浴室储物架   收纳架   整理 收纳架   微波炉架 ,54-4356,1119,182
1110940,LALABOBO     4 折 特价     水手 短款外套 ,10-4371,1120,1
1111486,物色 银饰   925纯银   原创 手工   绿松石 串珠手链   小鸟 女款 ,4-1760,1121,137
1111807,399 专区   adidas   阿迪达斯   运动 生活   女   羽绒服   亮粉   Z 24245 ,36-2558,1122,122
1112550,圣卡萝 正品   201 秋季 韩版 时尚 女装   肩 部 胸花 装饰 泡泡 纱 女 短外套 ,10-4371,1123,1
1117934,蔓 楼兰   丝絮 旗袍   手工 串珠 ,10-3448,1124,0
1120453,2013 秋冬 春秋打底衫 毛衣 翻领 修身 翻领 OL 通勤 显 瘦 毛针织衫 年度 盛典 ,10-5795,1125,2
1120516,帛 丝 蔓 2013 春装 新款 女装 韩版 泡泡 长袖 立体花 开衫 针织衫 女 SW 096 ,10-5795,1126,2
1121079,adidas   阿迪达斯   六 折   训练   女   针织紧身裤   黑   Z 30855 ,36-1047,1127,121
1121553,暴龙 太阳镜   男 2012 新款   智 炫 铝 镁 系列     型号 BL 2184 ,25-6840,1128,55
1123127,lovo 罗莱 出品     席梦思垫   双人床罩   床笠   简约 床护垫 - 清 恬   正品 ,78-5065,1129,273
1125836,vgrass 维格娜丝 冬 宽松版 长袖 荷叶边 蝙蝠 袖 针织套头衫 蓝 47218 ,10-5795,1130,2
1126391,山水 郎   休闲 鱼 组合   剁椒 鱼   鱼 米 之 香   500 g 超值 组合 ,9-7275,1131,307
1128457,祥 银 居   云南 民族 S999 千足银 手镯 女款 时尚 手镯 款式   卷草纹 手镯 ,4-4578,1132,138
1128980,久爱   925纯银 手链 女   恋蝶   紫晶手链 女 韩版 时尚 银 首饰品 银 手链 女生 ,4-1760,1133,137
1129230,欧莱雅   国内 专柜   复颜 提 拉 紧肤 粉底霜 30 ml   多色   专柜正品 ,47-1259,1134,155
1130481,新娘   旗袍 时尚 改良 复古 红色 新娘 结 婚纱裙 七分袖 中式礼服 长款 敬酒 ,10-3448,1135,0
1130731,爱妮 妃   磨毛 印花春秋被   单人 双人被芯   羽 丝绒 冬被   加厚   特价包邮 ,78-141,1136,268
1131052,中国风 女士 精品 春夏 新款特价 经典 复古 碎花 修身 全棉 休闲 无袖 旗袍裙 ,10-3448,1137,0
1131174,一嘉 e + 旗舰店 正品 2013 春秋 冬 女装 简约 高领 显 瘦 保暖 针织 打底 羊毛衫 ,10-5795,1138,2
1132661,LILY 丽丽 女装   驼色 V领 长袖 针织开衫   单排扣   正品   特惠 ,10-5795,1139,2
1133513,fexata 夏 镂空 修身 一字领 套头 简约 百搭短袖针织衫   防晒 衫   空调 衫 女 ,10-5795,1140,2
1134176,贝儿森 孕妇装 春装   春夏 新款   时尚 孕妇背心裙   孕妇裙子 612001 ,16-2787,1141,16
1134185,OSHJA / 欧仕佳     欧式 不锈钢 室内门 锁具   实木 房门锁   卧室 锁 轴承 锁 ,21-1233,1142,28
1134414,原 墅 正品 斯琴 风格 3 YB 1563 女装 2013 秋装 新款 休闲 宽松 套头 女针织衫 ,10-5795,1143,2
1135214,玺 玥   夏季 真丝旗袍 新款   修身 复古 日常 旗袍 重 磅 真丝旗袍 ,10-3448,1144,0
1136816,伟伦时尚   2013 潮 春秋装 百搭短外套 女 韩版 修身 女装 休闲小外套 ,10-4371,1145,1
1137770,MOVEUP 幻 走 正品   2013 秋 新款 纯棉 军 工装 改良款 斜拉链 小 V领 风衣 外套 ,10-4371,1146,1
1137899,软门帘 空调帘 透明门帘 塑料门帘 挡风 隔断 门帘 防冻 红色 黑色 白色 门帘 ,78-3041,1147,270
1137936,家佳乐 ML 1042 烟机灶具 套装 油烟机燃气灶 套餐 两件套 欧式 顶 吸 式 包邮 ,23-6058,1148,46
1140424,紫檀 品牌 女装 2013 秋季 新款 通勤 淑女 套头 圆领 泡泡袖 打底针织衫 ,10-5795,1149,2
1140486,Midea / 美的   DE 12 T11   不锈钢豆浆机 1.2 L   婴儿辅食   保温   正品   包邮 ,61-2978,1150,200
1142278,舒 梦 爱   95 白 鸭绒被 羽绒被   朵朵 绒 被子   2013 冬被 加厚 羽绒被 芯   正品 ,78-141,1151,268
1142931,Mondial Atelier 蒙迪爱尔 春季 圆领 修身 时尚经典 职业 女 上衣 M 7031 A ,10-4371,1152,1
1143178,播   听 诗 的 女孩   夏季 新品 针织小外套 泡泡袖 防晒服 BDF 2 SZ 0695 ,10-5795,1153,2
1143525,多丽丝   正版   智能 对话 娃娃   仿真娃娃   女孩玩具   洋娃娃 ,65-2860,1154,212
1143755,情 系 华 纱   2013 最新 款   改良旗袍   蕾丝 短旗袍   新娘 敬酒服 回门 装 ,10-3448,1155,0
1143834,永恒 颜色 2013 秋装 品牌 女装   新款针织衫   长款 蕾丝 下摆上衣 F 38922 ,10-5795,1156,2
1144412,UM 优 盟   油烟机燃气灶 消毒柜 套餐   烟灶 消 套装   D602 s + ZJ 011 + TT 2 ,23-6058,1157,46
1144456,NEMOW 南梦 2012 秋冬新款 女装 女针织衫 羊毛衫 长袖毛衣 套头衫 A1C 305 ,10-5795,1158,2
1149228,逸 福 旗袍   夏天 旗袍 新款   真丝旗袍 花色   短袖旗袍 长款 复古   高级 定制 ,10-3448,1159,0
1149918,Inmix 男士 墨镜   开车 男士太阳镜   女   2013 新款 潮人 太阳眼镜   司机镜 ,25-6840,1160,55
1150870,Sennheiser / 森海塞尔   HD 419 强劲 低音 立体声 封闭式 设计 单边 线 耳机 ,85-2187,1161,304
1151844,玺 玥 2013 秋装 旗袍 新品 时尚 改良 复古 七 分 中 长袖 日常 优雅 旗袍裙 ,10-3448,1162,0
1153172,Mondial Atelier 蒙迪爱尔 秋冬 纯色 翻领 单排扣 修身 优雅针织衫 M 7948 ,10-5795,1163,2
1155305,Jajemon   嘉加梦 家纺   桑蚕丝 春秋被 ,78-141,1164,268
1155824,秀 观 唐 花 情 海 古典 影视 旗袍 / 夏装 复古 薄款 旗袍裙   改良 时尚 / G 13495 ,10-3448,1165,0
1156119,OFL 欧 妃 琳   淑女 通勤 时尚 百搭 刺绣 夏季 小 披肩   坎肩   短外套   女 ,10-4371,1166,1
1156329,铁 兄弟   TV 08   机顶盒 支架   机顶盒 托架   机顶盒 伴侣   dvd 托架 ,23-2855,1167,45
1156826,水晶 版画   拉米娜 定制   婚纱 照片 放大 制作 相片 摆台 相框 ,18-5878,1168,24
1157113,Z 8837 A   知性 镂空 薄款 防晒 空调 衫 针织开衫 2013 夏 女装   【 米可可 】 ,10-5795,1169,2
1159445,欧黎   仿古 全铜 折叠毛巾架   活动浴巾架   卫生间 浴室置物架   带 5 挂钩 ,53-6047,1170,177
1159908,梵希蔓 2013 秋冬新品   优雅 名媛 短外套   长袖 OL 修身 显 瘦 简约 链条 开衫 ,10-4371,1171,1
1160577,贝 阳 40 CM 迷你 柔光 摄影棚 2 拍照灯 柔光灯 摄影器材 拍摄灯 套装 特价 ,39-3076,1172,130
1161400,peoleo 飘蕾 2013 秋 专柜正品 短款 女式 PU 皮衣 小外套 修身 装 2110202074 ,10-4371,1173,1
1162002,TINA GIA   天纳吉儿     100% 棉 长袖 针织开衫   军绿色   夏季 女 衬衫 ,10-5795,1174,2
1162070,蓓 缇 蔓 熊果苷 美白隔离霜 50 ML 防辐射   不用 卸妆   美白   隔离 ,50-4655,1175,163
1162097,亲 宝 水晶   纯天然 正品 阿富汗 青花 级 青金石   女士饰品   本命年 保 平安 ,4-1760,1176,137
1162296,Mondial Atelier 蒙迪爱尔 秋冬 V领 花边 修身 经典 职业 女 上衣 M 7524 A ,10-4371,1177,1
1162558,纯天然 极品 酒红石榴石 散珠 女士手链 手串   晶 工 坊   天然水晶原石 手链 ,4-1760,1178,137
1162648,品 生美   新品 防尘 换鞋架   竹制 小 鞋架   加厚 面板   创意 无缝 鞋架 靴架 ,54-5477,1179,184
1163630,Midea / 美的   DJ 05 + Q 303B 侧 吸 吸油烟机 + 燃气灶 套餐   烟灶 组合   特价 ,23-6058,1180,46
1163739,德国 EKF   现代 室内门锁 锁具   卧室 执手 实木 门把手 铜 锁芯   特价 套餐 ,21-1233,1181,28
1165179,古木夕羊 秋装 新款 百搭 纯色 空调 衫 镂空 贝壳 衫 七分袖 针织开衫 女 ,10-5795,1182,2
1168037,诗篇   专柜 2013 夏装   宽松毛衫   假两件 套头 条纹针织衫   61306250 ,10-5795,1183,2
1170281,天长地久 婚纱摄影 ,20-6179,1184,27
1170885,品 领   正品   马桶   座便器   欧式 坐便器   特价包邮   超 旋 节水   老人 通用 ,53-2697,1185,168
1171499,舞姿 翼   新品 特价   肚皮舞 套装 新款   演出服装   舞蹈 练习 套装 QC 2012 ,74-6610,1186,250
1171716,GOGIRL     2013 高歌 秋季 新款 修身 短款 休闲 女 长袖西装外套   G 2103 B13 ,10-4371,1187,1
1174770,佳 纷 正品 女装   上衣   修身   一 粒 扣   长袖   通勤 OL   西装 短外套   21211 A ,10-4371,1188,1
1175028,华桑   专柜正品   美白 补水 保湿 淡斑   提亮 暗 沉 晦暗 肌肤   2 号 原液 ,50-3326,1189,162
1175875,青果 儿   户外遮阳伞 庭院伞 户外伞 木头 伞 太阳伞 中柱伞   2.7 米 ,54-7510,1190,189
1176016,巧帛 chaber 2013 秋冬新品 时尚 绒 领 纯色针织衫 开衫 专柜正品 122354 ,10-5795,1191,2
1176645,泰兰尼斯 童鞋   真皮 正品 帆船鞋   男 女童 休闲皮鞋   头层 牛皮 儿童皮鞋 ,33-3525,1192,86
1176970,似水年华 2013 春季 新品 短外套   修身 女式外套 女   310901 W2 春 三 ,10-4371,1193,1
1180204,CAMENAE / 嘉 媚 乐     正品   洋甘菊 芦荟 轻柔 滋养霜   50 g ,50-4655,1194,163
1182012,容竺   水动力 润肤 保湿霜 30 g   补水 滋润乳液   女士 男士面霜   美白手霜 ,50-4655,1195,163
1182774,[ 秒杀 ] 裂帛 正品   绣花 翻领 灯芯绒   短外套 21110050 淡然   原价 328 ,10-4371,1196,1
1184432,包邮 正品 Adidas 阿迪达斯 2013 新款 男裤 运动休闲长裤 Z 46089   Z 46090 ,36-1047,1197,121
1186228,GEE 2 极 适   楠竹 夏季 记忆枕头   颈椎枕   保健枕 护颈枕头   特价   包邮 ,78-1823,1198,269
1186798,【 逸 红颜 】 花 之 凰   改良 时尚 复古 长款 旗袍 秋装   2013 新款 改良旗袍裙 ,10-3448,1199,0
1186830,木易 太 2013 秋装 新款 女装   外 搭 开衫 短款牛仔衣 小外套   韩版长袖上衣 ,10-4371,1200,1
1190727,婚礼 中年 妈妈装 旗袍裙 改良 时尚 结婚 短款 金丝绒 绣花旗袍 礼服 连衣裙 ,10-3448,1201,0
1190940,满 200 减 40   RTW 2013 秋装 新款 女装 棉纺 V领 长袖 针织开衫 RTWM 23813 ,10-5795,1202,2
1191511,舒朗   2013 专柜正品 春装 新款 抽象 花色 修身 毛针织衫 开衫 女   31 N 213 S ,10-5795,1203,2
1191778,kaiser 凯撒   女装 百搭 长袖 桑蚕丝针织衫 / 立领 简约 打底衫   春装 新款 ,10-5795,1204,2
1192007,正品行货   特价包邮   Sennheiser / 森海塞尔   CX 175 强劲 低音耳塞   耳机 ,85-2187,1205,304
1192533,Firstyle 201 秋季 新款 女装 韩版 修身 中长款 蝙蝠 袖 针织衫 连衣裙 毛衫 ,10-5795,1206,2
1192746,JYSK 居 适 家   F30 记忆棉 床垫 　 慢回弹 记忆 保健床垫 ,78-5065,1207,273
1193228,【 赤 板 】 和室 塌塌米   罗兰 榻榻米 第二 代 脱脂 稻草   地垫   坐垫 ,54-6662,1208,187
1194456,花 时 美 2013 针织衫   女   套头 秋 长袖 圆领 打底   毛衣 宽松 韩版 钉珠毛衫 ,10-5795,1209,2
1194781,雷 司令 男童 单鞋 韩版 2013 韩国 童鞋   儿童鞋子 男童鞋 潮 小童鞋 小 皮鞋 ,33-3525,1210,86
1194820,MYMO 专柜正品 春季女装 贴花 披肩 短袖 针织开衫 防晒衣 短 外 披 H 242A ,10-5795,1211,2
1195197,柔顺 2013 夏季新款   韩版 薄 针织开衫 披肩 短袖 小坎肩 外 搭 短外套   女装 ,10-4371,1212,1
1195905,站 言   翡翠 批发 DIY 散件 散珠 天然 翡翠A货 高冰 三彩 树叶   金枝玉叶 ,4-5532,1213,139
1197898,【 促销 】 Kappa 背靠背 正品 2010年 冬季 2 折 女羽绒服 K 2104 YY 686 - 990 ,36-2558,1214,122
1198218,361度 正品 冬 新款 70% 白 鸭绒 加厚 修身 女款 运动羽绒服   6243208   D10 ,36-2558,1215,122
1198247,JC5   杰西伍   正品   欧美风 纯色 大翻领 宽松外套 ,10-4371,1216,1
1198252,正品 JOYOU 中宇 卫浴   双层浴巾架 毛巾架 JY 20014   全铜置物架 62 cm ,53-6047,1217,177
1198980,CRCARA 凯瑞 拉 修身 钻扣 领巾 秋季 新款 针织开衫 R 93 PKC 0307 ,10-5795,1218,2
